Instrument,Employee Safety Initiative Participation,Risk Assessment Health and Safety,Safety Performance Monitoring,Communication of Supply Chain Policy,Findings from Supplier Monitoring,Social Supply Chain Policy,Social Supply Policy Integration,Social Supply Risk Assessment,Policy Local Sourcing,Temporary Staff Proportion,Number of Employees,Part Time Employees,UNGC Violation Flag,Health & Safety Policy,Policy Employee Health & Safety,Policy Supply Chain Health & Safety,Training and Development Policy,Policy Skills Training,Policy Career Development,Policy Diversity and Opportunity,Targets Diversity and Opportunity,Employees Health & Safety Team,Health & Safety Training,Supply Chain Health & Safety Training,Supply Chain Health & Safety Improvements,Employees Health & Safety OHSAS 18001,Employee Satisfaction,Salary Gap,Salaries and Wages from CSR reporting,Net Employment Creation,Number of Employees  from CSR reporting,Trade Union Representation,Turnover of Employees,Announced Layoffs To Total Employees,Announced Layoffs,Management Departures,Strikes,Women Employees,New Women Employees,Women Managers,HRC Corporate Equality Index,Flexible Working Hours,Day Care Services,Employees With Disabilities,Employee Health & Safety Training Hours,Injuries To Million Hours,Total Injury Rate Total,Total Injury Rate Contractors,Total Injury Rate Employees,Accidents Total,Contractor Accidents,Employee Accidents,Occupational Diseases,Employee Fatalities,Contractor Fatalities,Lost Days To Total Days,Lost Time Injury Rate Total,Lost Time Injury Rate Contractors,Lost Time Injury Rate Employees,Lost Working Days,Employee Lost Working Days,Contractor Lost Working Days,HIV-AIDS Program,Average Training Hours,Training Hours Total,Training Costs Total,Training Costs Per Employee,Internal Promotion,Management Training,Supplier ESG training,Wages Working Condition Controversies,Wages Working Condition Controversies Count,Diversity and Opportunity Controversies,Employees Health & Safety Controversies,Recent Wages Working Condition Controversies,Recent Diversity Opportunity Controversies,Recent Employee Health & Safety Controversies,Employee Resource Groups,BBBEE Level,Gender Pay Gap Percentage,Voluntary Turnover of Employees,Involuntary Turnover of Employees,OHSMS Certified Percentage,Average Employee Length of Service,Ethnic Minorities Employees Percentage,Asian - Ethnic Minorities Employees Percentage,Black or African American - Ethnic Minorities Employees Percentage,Hispanic or Latino - Ethnic Minorities Employees Percentage,White - Ethnic Minorities Employees Percentage,Other - Ethnic Minorities Employees Percentage,Ethnic Minorities Managers Percentage,Asian - Ethnic Minorities Managers Percentage,Black or African American - Ethnic Minorities Managers Percentage,Hispanic or Latino - Ethnic Minorities Managers Percentage,White - Ethnic Minorities Managers Percentage,Other - Ethnic Minorities Managers Percentage,Ethnic Minorities Salary Gap
POOL.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHRW.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AJG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CNP.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMCR.N,False,True,False,True,False,True,True,True,False,,35000,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,-14.6341463414634,41000,43.0,17.0,0.0,,False,True,23.0,27.0,25.0,,False,False,,,1.36,,,1.36,179,52,127,,,,,,,0.24,,,,False,,,,,False,True,False,True,1,,,,,,False,,,10.0,7.0,34.0,,25.0,4.0,9.0,10.0,75.0,2.0,,,,,,,
WM.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOX.OQ,False,False,False,False,False,False,False,False,False,,10200,,True,True,True,False,True,True,True,True,False,True,True,False,False,False,,,,-1.92307692307693,10000,,,0.0,,True,False,,,,95,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,True,,1,,1,1,1,True,,,,,,,36.93,10.23,10.16,12.98,63.07,3.56,33.78,12.7,6.37,11.28,66.22,3.43,
TKO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WY.N,False,True,True,True,False,True,False,False,False,,9440,,True,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,1.30929383987981,9440,25.0,15.8,0.0,,False,False,18.0,,,,True,False,,,9.95,,,9.95,,,188,,1,2,0.004351694915254,5.51,,,10270.0,,,False,7.0,65496.0,,,True,True,False,False,,,,,,,True,,,9.5,6.3,,11.0,27.0,2.0,16.0,5.0,73.0,4.0,,,,,,,
MCD.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD.N,False,False,False,True,True,True,True,True,True,,471600,,False,True,True,True,True,True,True,True,False,True,True,False,False,True,,,,-3.87280880554424,470000,,,0.0,,False,False,38.0,35.5,35.0,45,False,True,,,20.4,20.4,,20.4,19176,,19176,,,,,5.8,,5.8,,,,False,4.1,1928000.0,,,True,True,False,False,,,,,,,True,,102.0,,,,,50.3,3.3,18.2,22.2,49.7,6.6,39.6,4.0,14.4,15.6,60.4,5.6,99.0
SPG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBAN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LVS.N,True,True,False,True,True,True,False,True,True,0.08,39900,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,3.90625,40227,0.0,11.0,0.0,,False,False,49.0,43.0,43.0,75,True,True,0.3,,15.5,15.5,,15.5,1372,,1372,0.06,0,,0.001697844611529,12.5,,12.5,16936.0,16936.0,,False,86.00075,3459552.17025,37089294,929.556240601504,False,True,True,False,,,,,,,True,,,8.0,3.0,100.0,,42.0,18.0,5.0,12.0,58.0,7.0,89.0,5.0,1.0,2.0,11.0,81.0,
CTRA.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ON.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIG.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AIZ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EVRG.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMCI.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COST.OQ,False,False,False,True,False,True,True,False,False,,333000,,True,True,True,True,True,False,True,True,False,False,False,True,True,False,,,,5.37974683544304,310000,5.0,16.0,0.0,,True,False,45.6,,37.1,25,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,True,True,,,,6,,,False,,,12.5,3.5,,9.0,55.8,8.5,9.3,33.1,44.2,4.9,42.0,7.1,7.9,23.3,58.0,3.7,
MCO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LULU.OQ,False,False,False,True,True,True,False,True,False,,34000,,False,True,True,True,True,True,True,True,True,False,True,True,False,False,,,,17.2413793103448,34000,,,0.0,,False,False,76.0,,,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,True,False,,,,,,,True,,100.0,,,,,40.0,,,,,,,,,,,,
PAYX.OQ,False,False,False,False,False,True,False,False,False,,16500,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,,68.672728402563,,-0.602409638554213,16500,0.0,,0.0,,False,False,59.3,,52.3,,True,False,,,,,,,,,,,0,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,99.96,,,,,99.73,,,,,,,,,,,,
WSM.N,False,False,False,True,False,True,True,True,False,,12500,8600,False,True,True,True,True,True,True,True,False,False,True,True,False,False,,,,2.45901639344261,,,,0.0,,True,False,67.4,,62.1,85,False,True,,,,,,,,,,,,,,,,,,,,True,,,,,False,True,True,False,,,,,,,True,,,,,,,43.7,9.9,13.7,17.3,56.3,2.8,35.8,11.7,8.6,12.4,64.2,3.1,
AMD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REG.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DHI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TTD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRV.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WDC.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VTR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IVZ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZBRA.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMAT.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STX.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FDS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KVUE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYK.N,False,True,False,True,False,True,False,True,True,,53000,,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,1.92307692307692,53000,,,0.0,,False,False,38.5,,36.0,95,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,28.0,7.7,6.1,10.9,72.0,3.3,22.2,11.8,2.7,5.6,77.8,2.1,
DELL.N,False,False,False,True,True,True,True,True,False,,133000,,False,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,0.0,133000,,,0.0,,False,False,34.8,,29.2,100,True,False,,,0.2,,,0.2,,,53,,0,,,,,0.15,,,,False,,,,,True,True,True,False,,,,,,,True,,,,,,,36.5,15.4,6.2,9.9,63.5,5.0,30.7,14.3,3.6,8.7,69.3,4.1,
VRSN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TECH.OQ,False,False,False,False,False,True,False,False,False,,3100,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,77.0,,,1.63934426229508,3100,0.0,,0.0,,False,False,49.0,,43.0,,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,,,,,39.0,,,,61.0,39.0,26.0,,,,74.0,26.0,
NVR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JBL.N,True,True,False,True,True,True,False,True,False,24.97354,138000,,False,True,True,True,True,True,True,True,True,True,True,True,False,True,,,,-41.5254237288136,170064,,,0.0,,True,False,42.0,34.0,34.0,5,False,False,,,0.9,,,0.9,,,344,,0,,,,,0.4,,,,False,48.0,8163072.0,,,True,True,True,False,,,,,,,False,,,,,33.0,,,,,,,,,,,,,,
XYZ.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOW.N,False,False,False,False,False,False,False,False,False,,182000,125000,False,True,True,True,True,True,True,True,False,True,True,True,False,True,,,,-9.0,307200,,,0.0,,False,False,38.0,,33.0,100,False,True,,,21.5,21.5,,21.5,13210,,13210,,,,,8.9,,8.9,,,,False,9.9,3041280.0,,,False,True,True,False,,,,,,,True,,,,,,,36.0,2.0,16.0,14.0,64.0,4.0,27.0,,,,,,
BSX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SYY.N,False,False,False,True,False,True,False,False,True,,76000,,False,True,True,True,True,True,True,True,False,True,True,False,False,False,,,,5.55555555555556,76000,15.0,,0.0,,False,False,21.3,13.6,25.5,,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,True,,,,1,,,True,,,,,,,56.7,4.6,21.6,25.0,43.3,5.5,37.9,5.1,11.6,16.3,62.1,4.9,
FCX.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
META.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAYC.N,False,False,False,False,False,False,False,False,False,,7306,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,-0.027367268746581,,0.0,,0.0,,True,False,47.4,,52.4,,False,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,38.1,12.2,8.0,11.1,61.9,6.8,22.8,7.2,4.2,6.1,77.2,5.3,
EXPE.OQ,False,False,False,True,False,True,False,False,False,,16500,,True,True,True,True,True,True,True,True,True,False,False,False,False,False,,176.046541720154,,-3.50877192982456,,,,8.7719298245614,1500,True,False,,,,100,False,True,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,1,,,,,True,,92.8,,,,,,,,,,,,,,,,,
RJF.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICI.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNH.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GEN.OQ,False,False,False,False,False,True,False,False,False,,3700,,False,True,True,True,True,True,True,True,True,True,True,False,False,False,,,,37.037037037037,3890,0.0,,0.0,,False,False,32.0,,26.0,65,True,False,,,,,,,,,,,,,,,,,,,,False,,,,,False,True,False,False,,,,,,,True,,,,,,,64.0,28.0,6.0,6.0,36.0,24.0,9.0,,,,91.0,9.0,
LLY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DAY.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRMN.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PODD.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISRG.OQ,False,False,False,True,False,True,False,False,False,,15638,,False,True,True,True,True,True,True,True,False,True,True,True,False,False,,,,14.346300087745,15000,,,0.0,,False,False,38.6,,31.5,90,True,True,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,True,False,,,,,,,True,,99.5,,,,,57.5,36.5,5.6,11.7,42.5,3.7,47.2,32.0,4.0,8.0,52.8,3.2,
AVB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TPR.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBRE.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CINF.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WMB.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EA.OQ,False,False,False,False,False,False,False,False,False,,13400,,False,True,True,False,True,True,True,True,False,False,False,False,False,False,,,,3.87596899224807,13400,,,6.2015503875969,800,False,False,26.5,,25.8,100,True,True,,,,,,,,,,,,,,,,,,,,False,29.478,395000.0,,,True,True,False,False,,,,,,,True,,105.5,,,,,46.8,22.0,4.0,9.2,53.2,11.6,41.2,19.6,4.0,6.4,58.8,11.2,
TMUS.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CB.N,False,False,False,False,False,True,False,True,False,,43000,,True,True,True,True,True,True,True,True,False,False,False,False,False,False,,,,7.5,15647,,,0.0,,False,False,54.66,,45.49,,False,False,,,,,,,,,,,,,,,,,,,,False,,,,,True,True,False,False,,,,,,,True,,,,,,7.4,31.06,9.35,11.05,8.66,68.94,2.0,24.2,8.27,7.05,7.24,75.8,1.64,
TXN.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MDLZ.OQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BRO.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BALL.N,False,True,True,True,False,True,True,False,True,,16000,,False,True,True,True,True,True,True,True,True,True,True,False,False,True,,,,-23.8095238095238,16000,,16.0,0.0,,False,False,19.0,24.0,24.0,100,False,False,,36530.0,6.05,6.05,,6.05,194,,194,,0,,,,,,,,,False,21.0,336000.0,16800000,1050.0,True,True,False,False,,,,,,,True,,105.0,8.0,8.0,,,28.0,2.0,6.0,12.0,72.0,8.0,24.0,4.0,5.0,8.0,76.0,7.0,
PFG.OQ,False,False,False,False,False,True,False,True,False,14.1337,19700,,False,True,True,True,True,True,True,True,False,False,True,False,False,False,77.0,,,-0.505050505050508,19641,,17.0,0.0,,False,False,53.0,50.57,53.36,,True,True,5.0,,,,,,,,,,,,,,,,,,,False,4.7,92924.0,,,True,True,True,False,,,,,,,True,,,13.0,4.0,,10.0,16.71,4.67,5.27,4.95,83.29,1.82,8.36,3.31,2.13,1.52,91.64,1.4,
KEYS.N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
